"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"chemical_shift"	"multiplicity"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"ADG10003u_007"	"ADG10003u_008"	"ADG10003u_009"	"ADG10003u_010"	"ADG10003u_015"	"ADG10003u_016"	"ADG10003u_017"	"ADG10003u_021"	"ADG10003u_022"	"ADG10003u_023"	"ADG10003u_051"	"ADG10003u_052"	"ADG10003u_053"	"ADG10003u_066"	"ADG10003u_067"	"ADG10003u_071"	"ADG10003u_072"	"ADG10003u_073"	"ADG10003u_087"	"ADG10003u_088"	"ADG10003u_089"	"ADG10003u_097"	"ADG10003u_098"	"ADG10003u_112"	"ADG10003u_113"	"ADG10003u_114"	"ADG10003u_115"	"ADG10003u_116"	"ADG10003u_117"	"ADG10003u_118"	"ADG10003u_120"	"ADG10003u_151"	"ADG10003u_152"	"ADG10003u_153"	"ADG10003u_155"	"ADG10003u_156"	"ADG10003u_160"	"ADG10003u_161"	"ADG10003u_162"	"ADG10003u_166"	"ADG10003u_167"	"ADG10003u_168"	"ADG10003u_177"	"ADG10003u_178"	"ADG10003u_179"	"ADG10003u_185"	"ADG10003u_186"	"ADG10003u_187"	"ADG19007u_011"	"ADG19007u_012"	"ADG19007u_013"	"ADG19007u_014"	"ADG19007u_015"	"ADG19007u_016"	"ADG19007u_017"	"ADG19007u_071"	"ADG19007u_072"	"ADG19007u_073"	"ADG19007u_074"	"ADG19007u_075"	"ADG19007u_076"	"ADG19007u_077"	"ADG19007u_091"	"ADG19007u_092"	"ADG19007u_093"	"ADG19007u_094"	"ADG19007u_095"	"ADG19007u_096"	"ADG19007u_097"	"ADG19007u_161"	"ADG19007u_162"	"ADG19007u_163"	"ADG19007u_164"	"ADG19007u_165"	"ADG19007u_166"	"ADG19007u_167"	"ADG19007u_191"	"ADG19007u_192"	"ADG19007u_193"	"ADG19007u_194"	"ADG19007u_195"	"ADG19007u_196"	"ADG19007u_197"	"ADG19007u_241"	"ADG19007u_242"	"ADG19007u_243"	"ADG19007u_244"	"ADG19007u_245"	"ADG19007u_246"	"ADG19007u_247"	"ADG19007u_281"	"ADG19007u_282"	"ADG19007u_283"	"ADG19007u_284"	"ADG19007u_285"	"ADG19007u_286"	"ADG19007u_287"	"ADG19007u_301"	"ADG19007u_302"	"ADG19007u_303"	"ADG19007u_304"	"ADG19007u_305"	"ADG19007u_306"	"ADG19007u_307"	"ADG19007u_351"	"ADG19007u_352"	"ADG19007u_353"	"ADG19007u_354"	"ADG19007u_355"	"ADG19007u_356"	"ADG19007u_357"	"ADG19007u_401"	"ADG19007u_402"	"ADG19007u_403"	"ADG19007u_404"	"ADG19007u_405"	"ADG19007u_406"	"ADG19007u_407"	"ADG19007u_431"	"ADG19007u_432"	"ADG19007u_433"	"ADG19007u_434"	"ADG19007u_435"	"ADG19007u_436"	"ADG19007u_437"	"ADG19007u_471"	"ADG19007u_472"	"ADG19007u_473"	"ADG19007u_474"	"ADG19007u_475"	"ADG19007u_476"	"ADG19007u_477"
"CHEBI:30089"	"C2H3O2-"	"CC(=O)[O-]"	"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1"	"acetate"	"[1.89 .. 1.95]"	"m"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"3.6244"	"1.5746"	"1.3951"	"1.4541"	"2.6455"	"2.3463"	"1.9138"	"1.5555"	"1.6188"	"1.3513"	"1.189"	"1.4804"	"1.9384"	"1.5421"	"1.3364"	"1.2873"	"1.0993"	"1.2649"	"2.0387"	"1.9516"	"2.0265"	"1.326"	"1.2167"	"1.2454"	"1.7121"	"1.2502"	"1.6488"	"1.4752"	"1.7034"	"1.7501"	"1.8844"	"1.726"	"1.8124"	"1.825"	"1.517"	"1.4077"	"1.7304"	"1.7038"	"1.5356"	"2.3128"	"2.3241"	"2.0389"	"1.846"	"1.5613"	"1.6381"	"1.6243"	"1.7691"	"1.9445"	"1.3028"	"1.4702"	"1.3872"	"1.4351"	"1.5065"	"1.3198"	"1.2697"	"1.517"	"1.6234"	"1.5917"	"1.6084"	"1.8984"	"1.6227"	"1.3046"	"1.5383"	"1.7479"	"1.4807"	"1.5641"	"1.6534"	"1.4609"	"1.4789"	"1.1557"	"1.594"	"1.3381"	"1.3163"	"1.533"	"1.3778"	"1.5404"	"1.4298"	"1.6118"	"1.584"	"1.2058"	"1.3648"	"1.6907"	"1.2422"	"1.7469"	"1.6536"	"1.6281"	"1.5058"	"1.6106"	"1.6961"	"1.4656"	"1.3236"	"1.4236"	"1.4529"	"1.2454"	"1.3905"	"1.391"	"1.4427"	"1.3094"	"1.4405"	"1.4704"	"1.1753"	"1.3495"	"1.4683"	"1.4045"	"1.4434"	"1.8633"	"1.9677"	"1.6598"	"1.8492"	"1.9263"	"1.3501"	"1.1837"	"1.4279"	"1.4636"	"1.5158"	"1.5246"	"1.5895"	"1.5586"	"1.612"	"1.7509"	"1.6369"	"1.4739"	"1.6699"	"1.6477"	"1.3986"	"1.6056"	"1.8706"	"1.3989"	"1.2036"	"1.2633"	"1.3695"	"1.3919"
"CHEBI:18257"	"C5H12N2O2"	"C(CC(C(=O)O)N)CN"	"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1"	"ornithine"	"[1.89 .. 1.95]"	"m 1.95"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"1:poor reliability"	""	""	""	""	""	""	"3.6244"	"1.5746"	"1.3951"	"1.4541"	"2.6455"	"2.3463"	"1.9138"	"1.5555"	"1.6188"	"1.3513"	"1.189"	"1.4804"	"1.9384"	"1.5421"	"1.3364"	"1.2873"	"1.0993"	"1.2649"	"2.0387"	"1.9516"	"2.0265"	"1.326"	"1.2167"	"1.2454"	"1.7121"	"1.2502"	"1.6488"	"1.4752"	"1.7034"	"1.7501"	"1.8844"	"1.726"	"1.8124"	"1.825"	"1.517"	"1.4077"	"1.7304"	"1.7038"	"1.5356"	"2.3128"	"2.3241"	"2.0389"	"1.846"	"1.5613"	"1.6381"	"1.6243"	"1.7691"	"1.9445"	"1.3028"	"1.4702"	"1.3872"	"1.4351"	"1.5065"	"1.3198"	"1.2697"	"1.517"	"1.6234"	"1.5917"	"1.6084"	"1.8984"	"1.6227"	"1.3046"	"1.5383"	"1.7479"	"1.4807"	"1.5641"	"1.6534"	"1.4609"	"1.4789"	"1.1557"	"1.594"	"1.3381"	"1.3163"	"1.533"	"1.3778"	"1.5404"	"1.4298"	"1.6118"	"1.584"	"1.2058"	"1.3648"	"1.6907"	"1.2422"	"1.7469"	"1.6536"	"1.6281"	"1.5058"	"1.6106"	"1.6961"	"1.4656"	"1.3236"	"1.4236"	"1.4529"	"1.2454"	"1.3905"	"1.391"	"1.4427"	"1.3094"	"1.4405"	"1.4704"	"1.1753"	"1.3495"	"1.4683"	"1.4045"	"1.4434"	"1.8633"	"1.9677"	"1.6598"	"1.8492"	"1.9263"	"1.3501"	"1.1837"	"1.4279"	"1.4636"	"1.5158"	"1.5246"	"1.5895"	"1.5586"	"1.612"	"1.7509"	"1.6369"	"1.4739"	"1.6699"	"1.6477"	"1.3986"	"1.6056"	"1.8706"	"1.3989"	"1.2036"	"1.2633"	"1.3695"	"1.3919"
"CHEBI:24898"	"C6H13NO2"	"CCC(C)C(C(=O)O)N"	"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5+/m1/s1"	"isoleucine"	"[1.95 .. 2.00]"	"m 198"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"2:less poor reliability"	""	""	""	""	""	""	"0.76042"	"0.74638"	"0.8715"	"0.78037"	"0.79369"	"0.90824"	"0.88214"	"0.74696"	"0.75105"	"0.60476"	"0.77006"	"0.84018"	"0.88218"	"0.97073"	"0.91299"	"0.72356"	"0.76887"	"0.75861"	"0.92087"	"0.83471"	"0.8587"	"0.74204"	"0.85017"	"0.97102"	"0.95827"	"1.0424"	"0.93324"	"0.87614"	"1.0035"	"1.0241"	"1.0009"	"0.91174"	"0.87664"	"0.83066"	"1.03"	"0.73996"	"0.85882"	"0.87708"	"0.84399"	"0.95502"	"0.95154"	"0.95302"	"0.8015"	"0.7689"	"0.81493"	"0.78659"	"0.83181"	"0.8863"	"0.9739"	"0.99921"	"0.96572"	"0.81162"	"0.84031"	"0.94258"	"0.87964"	"1.0256"	"0.94175"	"0.99701"	"0.81873"	"0.91906"	"0.89297"	"0.87118"	"0.91158"	"0.96522"	"0.8986"	"0.9648"	"0.87157"	"1.0279"	"0.83651"	"0.87777"	"1.0165"	"1.044"	"0.9106"	"0.87949"	"0.98597"	"0.98129"	"0.94375"	"1.0248"	"1.1055"	"0.95303"	"0.92699"	"1.0299"	"1.1461"	"1.0918"	"1.208"	"1.4972"	"1.4004"	"1.3412"	"1.3889"	"1.2285"	"1.0189"	"1.0349"	"1.0684"	"1.219"	"1.3179"	"1.3424"	"0.94151"	"0.91684"	"1.047"	"1.0638"	"1.0563"	"1.0667"	"1.1401"	"1.0332"	"0.97182"	"0.96063"	"0.97009"	"0.90242"	"0.84219"	"0.88673"	"1.1372"	"0.88516"	"0.93976"	"0.95505"	"0.86576"	"0.82815"	"0.8938"	"0.86039"	"1.0106"	"1.0422"	"1.0067"	"1.1079"	"1.1596"	"1.2307"	"0.93902"	"1.1412"	"1.1578"	"1.4242"	"1.3611"	"1.2914"	"1.5047"	"0.98116"
"HMDB01138"	"C7H11NO5"	"CC(=O)NC(CCC(=O)O)C(=O)O"	"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)"	"n-acetyl-glutamate"	"[1.95 .. 2.00]"	"t 1.99"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"1:poor reliability"	""	""	""	""	""	""	"0.76042"	"0.74638"	"0.8715"	"0.78037"	"0.79369"	"0.90824"	"0.88214"	"0.74696"	"0.75105"	"0.60476"	"0.77006"	"0.84018"	"0.88218"	"0.97073"	"0.91299"	"0.72356"	"0.76887"	"0.75861"	"0.92087"	"0.83471"	"0.8587"	"0.74204"	"0.85017"	"0.97102"	"0.95827"	"1.0424"	"0.93324"	"0.87614"	"1.0035"	"1.0241"	"1.0009"	"0.91174"	"0.87664"	"0.83066"	"1.03"	"0.73996"	"0.85882"	"0.87708"	"0.84399"	"0.95502"	"0.95154"	"0.95302"	"0.8015"	"0.7689"	"0.81493"	"0.78659"	"0.83181"	"0.8863"	"0.9739"	"0.99921"	"0.96572"	"0.81162"	"0.84031"	"0.94258"	"0.87964"	"1.0256"	"0.94175"	"0.99701"	"0.81873"	"0.91906"	"0.89297"	"0.87118"	"0.91158"	"0.96522"	"0.8986"	"0.9648"	"0.87157"	"1.0279"	"0.83651"	"0.87777"	"1.0165"	"1.044"	"0.9106"	"0.87949"	"0.98597"	"0.98129"	"0.94375"	"1.0248"	"1.1055"	"0.95303"	"0.92699"	"1.0299"	"1.1461"	"1.0918"	"1.208"	"1.4972"	"1.4004"	"1.3412"	"1.3889"	"1.2285"	"1.0189"	"1.0349"	"1.0684"	"1.219"	"1.3179"	"1.3424"	"0.94151"	"0.91684"	"1.047"	"1.0638"	"1.0563"	"1.0667"	"1.1401"	"1.0332"	"0.97182"	"0.96063"	"0.97009"	"0.90242"	"0.84219"	"0.88673"	"1.1372"	"0.88516"	"0.93976"	"0.95505"	"0.86576"	"0.82815"	"0.8938"	"0.86039"	"1.0106"	"1.0422"	"1.0067"	"1.1079"	"1.1596"	"1.2307"	"0.93902"	"1.1412"	"1.1578"	"1.4242"	"1.3611"	"1.2914"	"1.5047"	"0.98116"
""	""	""	""	"n-acetyl groups (glycoproteins)"	"[2.00 .. 2.02]"	"s 2.02"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"0:non-significant identification"	""	""	""	""	""	""	"0.35162"	"0.31053"	"0.35841"	"0.31971"	"0.34025"	"0.3904"	"0.38566"	"0.35549"	"0.35861"	"0.33216"	"0.29816"	"0.29725"	"0.32056"	"0.3734"	"0.38853"	"0.27263"	"0.27821"	"0.26811"	"0.33543"	"0.30926"	"0.3303"	"0.25038"	"0.22454"	"0.31961"	"0.40954"	"0.38393"	"0.3506"	"0.34613"	"0.41471"	"0.41141"	"0.39444"	"0.38"	"0.43661"	"0.33556"	"0.37773"	"0.27989"	"0.3467"	"0.35125"	"0.36497"	"0.31311"	"0.31828"	"0.31008"	"0.29947"	"0.30553"	"0.32109"	"0.31509"	"0.36814"	"0.38463"	"0.37885"	"0.37838"	"0.36829"	"0.33443"	"0.38247"	"0.36896"	"0.35507"	"0.39413"	"0.38464"	"0.39678"	"0.3265"	"0.35247"	"0.33997"	"0.33521"	"0.33306"	"0.38075"	"0.32119"	"0.3283"	"0.3338"	"0.32223"	"0.32911"	"0.28057"	"0.35955"	"0.34897"	"0.29142"	"0.32697"	"0.33029"	"0.50665"	"0.36423"	"0.37431"	"0.40671"	"0.32913"	"0.33144"	"0.34976"	"0.38607"	"0.38225"	"0.40004"	"0.45969"	"0.44882"	"0.47425"	"0.44829"	"0.39525"	"0.36799"	"0.37406"	"0.38036"	"0.35993"	"0.39019"	"0.36576"	"0.39478"	"0.32006"	"0.34046"	"0.34574"	"0.28597"	"0.35712"	"0.35421"	"0.35701"	"0.31705"	"0.34833"	"0.36565"	"0.32041"	"0.31956"	"0.33453"	"0.41248"	"0.32375"	"0.35803"	"0.35714"	"0.33935"	"0.36576"	"0.36864"	"0.31959"	"0.3786"	"0.43387"	"0.38636"	"0.38432"	"0.38422"	"0.37975"	"0.33638"	"0.37133"	"0.40545"	"0.33372"	"0.26434"	"0.28989"	"0.30646"	"0.28911"
"CHEBI:21547"	"C6H9NO5"	"C(C(C1C(=C(C(=O)N1)O)O)O)O"	"InChI=1S/C6H9NO5/c8-1-2(9)3-4(10)5(11)6(12)7-3/h2-3,8-11H,1H2,(H,7,12)/t2-,3+/m0/s1"	"n-acetylaspartate"	"[2.02 .. 2.07]"	"s 2.03"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"3:medium reliability"	""	""	""	""	""	""	"1.7922"	"1.7423"	"2.0193"	"1.6412"	"1.8496"	"2.0937"	"2.38"	"1.8191"	"1.9746"	"1.771"	"1.7972"	"1.7829"	"2.1498"	"2.2701"	"2.2293"	"1.4852"	"1.6789"	"1.5373"	"2.0642"	"1.9767"	"2.0684"	"1.5491"	"1.7298"	"2.01"	"2.0528"	"2.1712"	"2.0516"	"1.9812"	"2.3082"	"2.1046"	"2.0187"	"2.2586"	"2.1997"	"1.9775"	"1.9816"	"1.6755"	"2.1234"	"2.0447"	"2.1179"	"1.7338"	"1.6851"	"1.8356"	"2.0935"	"2.1461"	"2.1476"	"1.9486"	"2.1895"	"2.2012"	"2.0317"	"1.9479"	"1.949"	"1.867"	"1.9075"	"1.9494"	"1.9125"	"2.4322"	"2.2143"	"2.3264"	"1.9071"	"1.9983"	"1.9259"	"2.0233"	"2.2163"	"2.1683"	"1.9801"	"1.8991"	"1.89"	"1.9409"	"2.0021"	"1.8858"	"2.1732"	"2.1815"	"1.7812"	"1.8568"	"1.9463"	"2.0784"	"2.0712"	"2.0617"	"2.236"	"1.941"	"1.8381"	"1.9875"	"2.0861"	"2.1833"	"2.0288"	"2.0289"	"1.9135"	"1.8188"	"1.8623"	"2.0088"	"2.1364"	"2.0017"	"2.1666"	"1.9"	"1.909"	"1.9363"	"2.0525"	"1.8347"	"1.8636"	"1.8526"	"1.6309"	"1.7952"	"2.0655"	"2.1784"	"1.8574"	"1.8068"	"1.9636"	"1.821"	"1.6753"	"1.7715"	"2.2595"	"1.9236"	"1.9179"	"2.0687"	"1.9963"	"1.8447"	"2.1532"	"1.8932"	"2.0259"	"1.8912"	"1.927"	"1.8906"	"1.9129"	"2.0073"	"1.8346"	"2.1951"	"2.0923"	"2.0131"	"1.6244"	"1.7174"	"1.9155"	"1.7721"
""	""	""	""	"unknown_s_2.04"	"[2.02 .. 2.07]"	"s 2.04 "	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"1.7922"	"1.7423"	"2.0193"	"1.6412"	"1.8496"	"2.0937"	"2.38"	"1.8191"	"1.9746"	"1.771"	"1.7972"	"1.7829"	"2.1498"	"2.2701"	"2.2293"	"1.4852"	"1.6789"	"1.5373"	"2.0642"	"1.9767"	"2.0684"	"1.5491"	"1.7298"	"2.01"	"2.0528"	"2.1712"	"2.0516"	"1.9812"	"2.3082"	"2.1046"	"2.0187"	"2.2586"	"2.1997"	"1.9775"	"1.9816"	"1.6755"	"2.1234"	"2.0447"	"2.1179"	"1.7338"	"1.6851"	"1.8356"	"2.0935"	"2.1461"	"2.1476"	"1.9486"	"2.1895"	"2.2012"	"2.0317"	"1.9479"	"1.949"	"1.867"	"1.9075"	"1.9494"	"1.9125"	"2.4322"	"2.2143"	"2.3264"	"1.9071"	"1.9983"	"1.9259"	"2.0233"	"2.2163"	"2.1683"	"1.9801"	"1.8991"	"1.89"	"1.9409"	"2.0021"	"1.8858"	"2.1732"	"2.1815"	"1.7812"	"1.8568"	"1.9463"	"2.0784"	"2.0712"	"2.0617"	"2.236"	"1.941"	"1.8381"	"1.9875"	"2.0861"	"2.1833"	"2.0288"	"2.0289"	"1.9135"	"1.8188"	"1.8623"	"2.0088"	"2.1364"	"2.0017"	"2.1666"	"1.9"	"1.909"	"1.9363"	"2.0525"	"1.8347"	"1.8636"	"1.8526"	"1.6309"	"1.7952"	"2.0655"	"2.1784"	"1.8574"	"1.8068"	"1.9636"	"1.821"	"1.6753"	"1.7715"	"2.2595"	"1.9236"	"1.9179"	"2.0687"	"1.9963"	"1.8447"	"2.1532"	"1.8932"	"2.0259"	"1.8912"	"1.927"	"1.8906"	"1.9129"	"2.0073"	"1.8346"	"2.1951"	"2.0923"	"2.0131"	"1.6244"	"1.7174"	"1.9155"	"1.7721"
""	""	""	""	"unknown_s_2.05_NA-group"	"[2.02 .. 2.07]"	"s 2.05"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"0:non-significant identification"	""	""	""	""	""	""	"1.7922"	"1.7423"	"2.0193"	"1.6412"	"1.8496"	"2.0937"	"2.38"	"1.8191"	"1.9746"	"1.771"	"1.7972"	"1.7829"	"2.1498"	"2.2701"	"2.2293"	"1.4852"	"1.6789"	"1.5373"	"2.0642"	"1.9767"	"2.0684"	"1.5491"	"1.7298"	"2.01"	"2.0528"	"2.1712"	"2.0516"	"1.9812"	"2.3082"	"2.1046"	"2.0187"	"2.2586"	"2.1997"	"1.9775"	"1.9816"	"1.6755"	"2.1234"	"2.0447"	"2.1179"	"1.7338"	"1.6851"	"1.8356"	"2.0935"	"2.1461"	"2.1476"	"1.9486"	"2.1895"	"2.2012"	"2.0317"	"1.9479"	"1.949"	"1.867"	"1.9075"	"1.9494"	"1.9125"	"2.4322"	"2.2143"	"2.3264"	"1.9071"	"1.9983"	"1.9259"	"2.0233"	"2.2163"	"2.1683"	"1.9801"	"1.8991"	"1.89"	"1.9409"	"2.0021"	"1.8858"	"2.1732"	"2.1815"	"1.7812"	"1.8568"	"1.9463"	"2.0784"	"2.0712"	"2.0617"	"2.236"	"1.941"	"1.8381"	"1.9875"	"2.0861"	"2.1833"	"2.0288"	"2.0289"	"1.9135"	"1.8188"	"1.8623"	"2.0088"	"2.1364"	"2.0017"	"2.1666"	"1.9"	"1.909"	"1.9363"	"2.0525"	"1.8347"	"1.8636"	"1.8526"	"1.6309"	"1.7952"	"2.0655"	"2.1784"	"1.8574"	"1.8068"	"1.9636"	"1.821"	"1.6753"	"1.7715"	"2.2595"	"1.9236"	"1.9179"	"2.0687"	"1.9963"	"1.8447"	"2.1532"	"1.8932"	"2.0259"	"1.8912"	"1.927"	"1.8906"	"1.9129"	"2.0073"	"1.8346"	"2.1951"	"2.0923"	"2.0131"	"1.6244"	"1.7174"	"1.9155"	"1.7721"
"HMDB01138"	"C7H11NO5"	"CC(=O)NC(CCC(=O)O)C(=O)O"	"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1"	"n-acetyl-glutamate"	"[2.02 .. 2.07]"	"m 2.06"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"1:poor reliability"	""	""	""	""	""	""	"1.7922"	"1.7423"	"2.0193"	"1.6412"	"1.8496"	"2.0937"	"2.38"	"1.8191"	"1.9746"	"1.771"	"1.7972"	"1.7829"	"2.1498"	"2.2701"	"2.2293"	"1.4852"	"1.6789"	"1.5373"	"2.0642"	"1.9767"	"2.0684"	"1.5491"	"1.7298"	"2.01"	"2.0528"	"2.1712"	"2.0516"	"1.9812"	"2.3082"	"2.1046"	"2.0187"	"2.2586"	"2.1997"	"1.9775"	"1.9816"	"1.6755"	"2.1234"	"2.0447"	"2.1179"	"1.7338"	"1.6851"	"1.8356"	"2.0935"	"2.1461"	"2.1476"	"1.9486"	"2.1895"	"2.2012"	"2.0317"	"1.9479"	"1.949"	"1.867"	"1.9075"	"1.9494"	"1.9125"	"2.4322"	"2.2143"	"2.3264"	"1.9071"	"1.9983"	"1.9259"	"2.0233"	"2.2163"	"2.1683"	"1.9801"	"1.8991"	"1.89"	"1.9409"	"2.0021"	"1.8858"	"2.1732"	"2.1815"	"1.7812"	"1.8568"	"1.9463"	"2.0784"	"2.0712"	"2.0617"	"2.236"	"1.941"	"1.8381"	"1.9875"	"2.0861"	"2.1833"	"2.0288"	"2.0289"	"1.9135"	"1.8188"	"1.8623"	"2.0088"	"2.1364"	"2.0017"	"2.1666"	"1.9"	"1.909"	"1.9363"	"2.0525"	"1.8347"	"1.8636"	"1.8526"	"1.6309"	"1.7952"	"2.0655"	"2.1784"	"1.8574"	"1.8068"	"1.9636"	"1.821"	"1.6753"	"1.7715"	"2.2595"	"1.9236"	"1.9179"	"2.0687"	"1.9963"	"1.8447"	"2.1532"	"1.8932"	"2.0259"	"1.8912"	"1.927"	"1.8906"	"1.9129"	"2.0073"	"1.8346"	"2.1951"	"2.0923"	"2.0131"	"1.6244"	"1.7174"	"1.9155"	"1.7721"
"CHEBI:58359"	"C5H10N2O3"	"CC(=O)NCNC(=O)CO"	"InChI=1S/C5H10N2O3/c1-4(9)6-3-7-5(10)2-8/h8H,2-3H2,1H3,(H,6,9)(H,7,10)"	"glutamine"	"[2.07 .. 2.09]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"4:good reliability"	""	""	""	""	""	""	"0.44524"	"0.40312"	"0.47357"	"0.40072"	"0.46076"	"0.48267"	"0.55969"	"0.49026"	"0.49263"	"0.51176"	"0.4466"	"0.44388"	"0.46129"	"0.46957"	"0.44461"	"0.35391"	"0.41228"	"0.38631"	"0.45101"	"0.44787"	"0.48652"	"0.4112"	"0.43734"	"0.48321"	"0.52566"	"0.50025"	"0.51594"	"0.48321"	"0.54911"	"0.56285"	"0.51905"	"0.54914"	"0.67248"	"0.53449"	"0.50456"	"0.42645"	"0.49803"	"0.52896"	"0.52598"	"0.4432"	"0.49094"	"0.49465"	"0.47769"	"0.45863"	"0.48501"	"0.46686"	"0.50252"	"0.55091"	"0.46642"	"0.46713"	"0.48547"	"0.46903"	"0.43108"	"0.45504"	"0.50516"	"0.52825"	"0.48091"	"0.49962"	"0.46822"	"0.47454"	"0.46067"	"0.44491"	"0.45545"	"0.45735"	"0.41977"	"0.43566"	"0.41409"	"0.42358"	"0.46402"	"0.40817"	"0.4547"	"0.44927"	"0.41932"	"0.40133"	"0.42633"	"0.39752"	"0.44286"	"0.41223"	"0.46525"	"0.42361"	"0.39226"	"0.42623"	"0.45492"	"0.49898"	"0.46856"	"0.45846"	"0.4476"	"0.42627"	"0.43685"	"0.48503"	"0.48869"	"0.43725"	"0.50047"	"0.44915"	"0.43565"	"0.45709"	"0.47117"	"0.45345"	"0.43924"	"0.46305"	"0.41306"	"0.431"	"0.48127"	"0.5784"	"0.43531"	"0.46022"	"0.50649"	"0.45274"	"0.42939"	"0.46361"	"0.48016"	"0.43354"	"0.44847"	"0.46346"	"0.47415"	"0.44623"	"0.49018"	"0.46281"	"0.51913"	"0.49393"	"0.49194"	"0.49538"	"0.46468"	"0.48957"	"0.49269"	"0.50286"	"0.48204"	"0.45213"	"0.38222"	"0.38819"	"0.41353"	"0.42725"
"CHEBI:58359"	"C5H10N2O3"	"CC(=O)NCNC(=O)CO"	"InChI=1S/C5H10N2O3/c1-4(9)6-3-7-5(10)2-8/h8H,2-3H2,1H3,(H,6,9)(H,7,10)"	"glutamine"	"[2.09 .. 2.12]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"4:good reliability"	""	""	""	""	""	""	"0.47517"	"0.46825"	"0.47542"	"0.41817"	"0.49064"	"0.52101"	"0.54649"	"0.54858"	"0.67323"	"0.48646"	"0.4823"	"0.55805"	"0.64555"	"0.5885"	"0.44558"	"0.4919"	"0.43879"	"0.51684"	"0.73016"	"0.62109"	"0.7699"	"0.55566"	"0.45797"	"0.44677"	"0.64563"	"0.45684"	"0.58705"	"0.55484"	"0.61839"	"0.64892"	"0.65347"	"0.70254"	"0.6455"	"0.69718"	"0.62857"	"0.55461"	"0.70218"	"0.71177"	"0.58534"	"0.67613"	"0.90912"	"0.76707"	"0.71455"	"0.58049"	"0.65592"	"0.64185"	"0.72146"	"0.81012"	"0.54645"	"0.56899"	"0.57241"	"0.67421"	"0.57859"	"0.55243"	"0.56364"	"0.61296"	"0.59528"	"0.64903"	"0.58867"	"0.69555"	"0.60495"	"0.5333"	"0.58628"	"0.57382"	"0.56027"	"0.55113"	"0.50806"	"0.5214"	"0.56758"	"0.38862"	"0.44854"	"0.42266"	"0.47837"	"0.47541"	"0.44376"	"0.46329"	"0.49178"	"0.50877"	"0.52158"	"0.39902"	"0.41773"	"0.53221"	"0.45273"	"0.60287"	"0.51834"	"0.56022"	"0.55907"	"0.51996"	"0.58056"	"0.47908"	"0.53307"	"0.51225"	"0.58811"	"0.47952"	"0.47768"	"0.52004"	"0.57086"	"0.52585"	"0.55127"	"0.56704"	"0.43895"	"0.47697"	"0.58055"	"0.60991"	"0.56281"	"0.72183"	"0.8253"	"0.65141"	"0.69448"	"0.79896"	"0.52536"	"0.43312"	"0.49023"	"0.54641"	"0.60827"	"0.53354"	"0.60484"	"0.60912"	"0.63447"	"0.58799"	"0.61628"	"0.59686"	"0.58208"	"0.6293"	"0.54517"	"0.60174"	"0.6034"	"0.51917"	"0.39092"	"0.40945"	"0.49678"	"0.51953"
